index,text,label
train_07_295_941,action taken agitating employee,0
train_07_296_266,Anti-government protesters Hong Kong took key roads early Monday amid rising tensions ahead expected huge pro-democracy rally anniversary city handover China,0
train_07_297_1695,The semi-autonomous city shaken historic demonstrations past month protesters demanded withdrawal bill would allow extraditions Chinese mainland,1
train_07_298_1571,While official ceremony took place Hong Kong Convention Exhibition Centre mark twenty-second anniversary return sovereignty Britain China tensions spiked financial hub hundreds mainly young masked protesters mostly black wearing hard hats goggles seized three key thoroughfares deploying metal plastic barriers block way,1
train_07_299_1907,Hundreds protesters shouted retract evil law torrential rain one point,0
train_07_3_3311,Cosatu members clashed supporters made way lawns Joburg formerly Civic Theatre fifty metres trade union federation office,0
train_07_30_3326,memorial meeting presided VHP district unit president Kamadab Pradhan attended many others including Saraswati successor Swami Sachidananda Maharaj criticised Odisha govenrment arresting involved killing,1
train_07_300_252,Lung Road protesters dug bricks built make-shift barricades roadside metal railings,0
train_07_301_657,The ongoing rallies latest manifestation growing fears China stamping city freedoms culture help finance hub pro-Beijing leaders,1
train_07_302_2712,There large-scale protests Hong Kong recent years including two-month occupation two thousand and fourteen failed win concessions Beijing,0
train_07_303_1147,This year rally comes backdrop unprecedented anti-government protests past three weeks drawn millions anger police using tear gas rubber bullets clear crowds,1
train_07_304_1574,Millions taken streets protest proposed law allowing extradition individuals trial mainland China opaque court system controlled Communist party,1
train_07_305_2847,The protests throughout June largely peaceful twelve June scene turned violent police used rubber bullets teargas pepper spray batons disperse crowds protesters threw objects back police,1
train_07_306_2162,Protesters also surrounded police headquarters twice past weeks noisy emotionally charged protests young people spray-painted obscenities front wall barricaded entrances,0
train_07_307_101,While spark current wave protests attempt chief executive Carrie Lam pass Beijing-backed extradition law demonstrations morphed wider movement Lam administration Beijing,1
train_07_308_1246,Lam kept public eye since climbdown record low approval ratings struck conciliatory note Monday ceremony marking handover saying series protests rocked city taught needs listen better youth people general,1
train_07_309_2168,Eddy Chu Hoi-dick pro-democracy lawmaker said worries violence breaking believes young protesters leaderless protests consensus back avoid arrest,0
train_07_31_1055,"least forty-four persons killed 4,800 houses burnt damaged leaving 20,000 people homeless riot broke immediately Saraswati killing night Janmastami August twenty-three two thousand and eight",1
train_07_310_2913,Sunday thousands pro-government protesters rallied outside government headquarters support city police,1
train_07_311_432,Many waved Chinese flags hurled insults anti-government demonstrators camped nearby highlighting deep ideological fissures dividing finance hub,0
train_07_312_2645,Ramaphosa promises instant response violence women children Songezo Ndlendle CAPE TOWN September five ANA South Africa President Cyril Ramaphosa Thursday addressed thousands protesters outside Parliament following Wednesday mass gathering abuse violence directed women children outside meeting venue World Economic Forum Cape Town,0
train_07_313_1504,The spontaneous protests come country seen number violent crimes directed women children made headlines recent weeks left country reeling,1
train_07_314_2448,You given memorandum see messages placards holding internalising Ramaphosa told protesters Thursday,0
train_07_315_1018,And things announcing set memorandum responding instantly set memorandum Ramaphosa said,0
train_07_316_86,Wednesday crowd made mainly young people various civil community organisations students universities schools across city gathered outside CTICC chanting struggle songs holding posters written enough enough stop killing women children,1
train_07_317_3259,The protesters gathering Wednesday said willing listen government official demanded Ramaphosa come address planning stop scourge abuse directed women children country,1
train_07_318_2364,Some crowd chanted bring death sentence back,0
train_07_319_3171,nationwide commuter rail strike entered second day Tuesday delaying thousands commuters Metrorail increased alternative service Cape Town three hundred and sixty bus journeys,1
train_07_32_2001,The riot continued fortnight,0
train_07_320_608,Metrorail Cape Town increased bus trips three hundred and sixty emergency measure rail commuters ongoing strike staff Modipane said,1
train_07_321_3256,five percent wage increase striking staff remains table said,0
train_07_322_257,Earlier Congress South African Trade Unions Cosatu Western Cape regional secretary Tony Ehrenreich said strike could resolved million year,0
train_07_323_523,This strike causing huge disruptions one percent wage increase,1
train_07_324_1200,The Cape Town Regional Chamber Commerce Industry said potential effect strike serious case declare public transport essential service could disrupted strike action,1
train_07_33_1714,Azad Maidan Media targeted photographers bear brunt Indian Express Express News Service Express News Service Sun Aug twelve two thousand and twelve hrs While broadcasting vans two television channels torched riot broke near Azad Maidan several news photographers said targeted protesting mob,0
train_07_34_761,The protesters allegedly assaulted photographers damaged equipment,0
train_07_35_1294,Prashant Sawant photographer Marathi daily Sakal near Brihanmumbai Municipal Corporation BMC building mob spotted camera started hitting,0
train_07_36_42,They seized took film beat,0
train_07_37_898,Some protesters attacked clicking pictures colleagues dissuaded,0
train_07_38_2499,Later spotted people beating someone looked like Muslim leader went take photo,0
train_07_39_921,Two photographers The Indian Express Prashant Nadkar Ganesh Shirsekar also assaulted threatened mob,0
train_07_4_323,Stones thrown number people left injured,1
train_07_40_3339,They targeting anyone camera,0
train_07_41_586,Police used teargas stun grenades Wednesday march central Durban KwaZulu-Natal Transport Alliance KZNTA,0
train_07_42_416,The three hundred strong crowd delivered memorandum city mayor James Nxumalo Durban City hall,0
train_07_43_3151,The alliance members marched hall Pixley Seme Street formerly West Street,0
train_07_44_1309,Stun grenades teargas released police officers chased groups taxi drivers taking part strike,0
train_07_45_2917,Colonel Jay Naicker said march began 11am,0
train_07_46_2408,The taxi operators protesting routes,0
train_07_47_893,The municipality aware reasons KZNTA march,0
train_07_48_1401,Police use tear gas control communal clash Mirzapur Indian Express Express News Service Express News Service Ahmedabad Tue Sep fifteen two thousand and nine hrs The city police resort tear gas shelling communal violence broke near Xavier High School Mirzapur area Ahmedabad late Sunday,1
train_07_49_2871,Five people reportedly injured incident,0
train_07_5_2875,breath made light Seemandhra protests observing state bifurcated natural resign protest,1
train_07_50_2206,According police incident occurred man belonging Dalit community allegedly asked pay extra money eggs roadside stall owner Muslim,1
train_07_51_612,This resulted clash members two communities,1
train_07_52_770,learning incident local police rushed spot,1
train_07_53_2583,Mumbai attack Pakistan yet decide panel sixth July two thousand and eleven Prime Minister NEW DELHI India said Wednesday Pakistan yet made mind send judicial commission recording statements Mumbai terror attack witnesses,1
train_07_54_2642,Pakistan earlier expressed desire record statement magistrate ARE Sawant Waghule recorded confession Ajmal Amir Kasab lone terrorist captured alive Mumbai attack,0
train_07_55_474,This according Islamabad help prosecuting suspected masterminds two thousand and eight terror strike one hundred and sixty-six people killed ten Pakistani terrorists sneaked Mumbai unleashed murder mayhem bombs guns multiple targets,1
train_07_56_2753,Investigating Officer Ramesh Mahale doctor carried autopsy terrorists attacked Mumbai killed action also testify Pakistani judicial team,0
train_07_57_1220,Pakistan arrested seven suspected terrorists Lashkar-e-Taiba terror outfit including founding member Zakiur Rehman Lakhvi face charges planning financing facilitating Mumbai attack,1
train_07_58_1744,More thirty DAB Civil Force members demonstrated stricter legislation prosecutions driving influence drugs Chief Secretary Henry Tang Ying-yen took part prize-giving dragon boat race Sha Tin,1
train_07_59_1093,Protest organiser Stanely Sai-wing DAB said according government twenty-nine prosecutions drug-driving first five months year compared five two thousand and nine,1
train_07_6_1846,KARIMNAGAR TDP rasta roko fuel price hike June twenty-eight two thousand and ten IST The TDP district unit leaders staged rasta roko front RTC bus station complex Sunday protest fuel price hike,1
train_07_60_3115,Ambala Parents guardians students Lord Mahavira Jain Public School Ambala Cantonment held demonstration dharna Thursday mark protest increase school admission fee,1
train_07_61_3205,G4S dismissed three hundred and thirty staff affiliated Police Prisons Civil Rights Union refused return work prison following strike,1
train_07_62_1304,During strike facility houses nearly two thousand inmates run limited staff,0
train_07_63_333,riot broke various staff members stabbed inmates took woman warder hostage thirteen hours,0
train_07_64_1608,The four inmates held hostage arrested,1
train_07_65_2597,Volunteers alliance camping Queen Pier since April twenty-six attempt save demolished harbour reclamation plan,1
train_07_66_2623,The new generation Hong Kong people born live roots city said Yip twenty-seven former vice-convenor Civil Human Rights Front organising annual July one protests past years,0
train_07_67_857,She worked assistant legislators involved youth action group competed District Council election two thousand and three helped organisation July one march two thousand and four two thousand and five taken part fight preserve Star Ferry pier,1
train_07_68_1511,Bangalore courts remain shut today third March two thousand and twelve Police personnels control situation clash lawyers media Civil court premises Bangalore Friday,1
train_07_69_1850,PTI BANGALORE All courts shut Saturday Friday violence city civil court premises,1
train_07_7_3219,Vijayaramana Rao Kamalakar others bought three donkeys placed dummy cylinders protest petrol diesel LPG cylinder price hike,1
train_07_70_328,Hundreds lawyers took media persons court barring entering premises also threw stones bottles,0
train_07_71_3414,unfortunate incident,0
train_07_72_559,Whatever incidents taken place already controlled peace restored registered criminal cases identify culprits take action Karnataka DGP said,0
train_07_73_5,High drama witnessed outside civil court Bangalore unruly lawyers attacked mediapersons pelted stones damaging vans leaving least twenty scribes police personnel injured,1
train_07_73_1887,Whoever violated law dealt according law,0
train_07_74_627,judicial probe ordered state government vehement media protests incident,1
train_07_75_153,The court complex turned battle zone rampaging advocates targeted journalists particularly electronic media crew gathered cover appearance mining baron Janardhana Reddy court illegal mining case,1
train_07_76_2217,Lawyers caught camera hurling stones chairs water bottles media police public,0
train_07_77_1189,They also attacked vehicles including police van front police outpost court premises,0
train_07_78_2225,surcharged atmosphere lawyers went attacking spree without provocation identifying visual media personnel,1
train_07_79_3029,Their cameras snatched lawyers abused objecting media presence,1
train_07_8_1729,They also cooked food road firewood,0
train_07_80_1728,The lawyers turned ire mediapersons also stated unhappy news coverage protest staged January caused huge traffic gridlock nerve centre city earned public anger,1
train_07_81_3075,Abducted TDP Leaders Released Maoists sixteenth October two thousand and fifteen VISAKHAPATNAM Three TDP leaders kidnapped Maoists October five released safely agency area Visakhapatnam district wee hours Thursday,0
train_07_82_30,The Maoists abducted TDP men demanding Andhra Pradesh government stop bauxite mining agency areas district,1
train_07_83_1821,The abducted included TDP Veedhi mandal unit president Balaiah district committee executive member Mahesh Janmabhoomi committee member Balaiah,0
train_07_84_1310,Tension prevailed dense forest especially around Veedhi Chintapalle Maoist strongholds following incident,1
train_07_85_2265,But work people obliged request released men said Maoist leader handed abducted tribal leaders,1
train_07_86_273,Sources said kidnapped leaders released deep forests agency area Andhra-Odisha border following negotiations Maoists various tribal organisations,1
train_07_87_3317,learnt abducted TDP leaders along several others working ruling party mandals Veedhi Chintapalle agreed resign party intensify agitations bauxite mining demanded Maoists,1
train_07_88_1020,Following demonstration district collectorate Wednesday students handed memorandum addressed Governor Additional District Magistrate Akhilesh Ojha assured fair inquiry,0
train_07_89_2699,21st July two thousand and thirteen The murder Tamil Nadu Bharatiya Janata Party General Secretary Ramesh invoked strong response national leadership Saturday party top brass including Leader Opposition Sushma Swaraj Gujarat Chief Minister Narendra Modi demanding state government initiate thorough probe incident take action culprits,1
train_07_89_3050,Bharatiya Janata Party man felled leaders call arrests,0
train_07_9_1011,Since last Thursday mass anti-terror parades involving thousands heavily armed troops staged three Xinjiang important cities following two deadly attacks dozen people slain,1
train_07_90_2494,The party leadership Tamil Nadu hand called statewide bandh Monday condemn called concerted attack Hindu leaders state Ramesh state Bharatiya Janata Party unit general secretary charted accountant profession murdered assailants Salem way back home visiting party office Friday evening,1
train_07_91_606,shocked hear brutal killing Shri Ramesh General Secretary Tamil Nadu unit,1
train_07_92_119,This third assassination Tamil Nadu Bharatiya Janata Party leader sequence,0
train_07_93_405,Listing number killings attacks Bharatiya Janata Party leaders past one year said incidents seemed targeted The release also pointed attempted attack senior Bharatiya Janata Party leader Advani visit Madurai two thousand and eleven,0
train_07_94_1560,While pipe bomb planted near Alampatti fortunately detected time Seetharaman said accused case arrested least two people yet absconding,0
train_07_95_2040,apparent attacks undertaken detailed planning surveillance movements activists,0
train_07_96_3293,Each attacks gruesome brutal,0
train_07_97_2360,These attacks killings may aimed instilling fear minds people general party workers particular statement read demanded Special Investigation Team incidents,1
train_07_98_1631,Anguished murder Ramesh hundreds Bharatiya Janata Party workers staged protest near Valluvar Kottam Chennai Saturday,1
train_07_99_3295,Meanwhile Tamil Nadu Bharatiya Janata Party president Pon Radhakrishnan said party called statewide bandh Monday condemn murder,1
train_08_0_1792,But managing strike well Mlangeni said,0
train_08_1_2311,About two hundred workers briefly protested outside company head office Johannesburg Tuesday agreeing meet Wednesday,0
train_08_10_67,The former Minister Kanta leading agitation,0
train_08_100_2270,The rebels killed Khairput police Rath spot two months back,0
train_08_101_1931,KALPETTA AIYF activists stall bank work November twenty-four two thousand and eleven IST Activists Mananthavady taluk committee All India Youth Federation AIYF youth organisation Communist Party India Communist Party India stalled work Mananthavady branch Punjab National Bank Wednesday protest bank alleged move appoint agencies recover overdue loan amounts farmers district,1
train_08_102_1647,TAMIL NADU TNGEA members stage demonstration April twenty-nine two thousand and ten IST Staff Reporter Tirupur The Tamil Nadu Government Employees Association TNGEA members staged demonstration front Collectorate Tuesday evening asking government scrap contributory pension scheme among demands,1
train_08_103_456,Western Cape police arrested three people public violence following service delivery protests Philippi Cape Flats Friday,1
train_08_104_1280,Police used rubber bullets disperse group three hundred people protesting poor service delivery Landsdowne Road Superintendent Riaan Pool said,1
train_08_105_2931,The incident followed similar one area around Friday police used rubber bullets,0
train_08_106_448,Posted Thu Apr two one thousand nine hundred and ninety-eight IST BHOPAL April one Indian people tribunal presided former Bombay High Court judge Deshmukh reach Multai Betul district April eight investigate circumstances police firing agitating farmers January twelve resulted death nineteen persons,1
train_08_106_3193,Multai firing judge head tribunal,0
train_08_107_3389,Announcing press conference Tuesday Suneelam led agitation said Kisan Sangharsh Samiti would hold mahapanchayat Parmandal village April twelve chalk future plan action,1
train_08_108_303,said Chief Minister announced role non-official persons agitation subsequent police firing would inquired CBI,0
train_08_109_1698,Meanwhile Suneelam claimed farmers agitation completely peaceful provided provocation police open fire,1
train_08_11_140,The organisers bandh included many Kannada organisations Dalit organisations heads religious maths force business establishments hotels close establishments everybody support bandh call appeared voluntary,0
train_08_110_1733,KARNATAKA Action sought March twelve two thousand and nine IST Bijapur Members Mahila Jana Sangha Dalit Sangharsha Samiti picketed office Superintendent Police demanding action women police officials allegedly harassed Savitri Chalwadi Manguli village district Tuesday,1
train_08_111_3105,Disgruntled miners Xstrata mine Thorncliffe Limpopo went rampage Friday morning police said,0
train_08_112_402,They blockaded roads leading Sekhukhune Burgersfort Brigadier Hangwani Mulaudzi said,0
train_08_113_1464,Several cars pelted stones truck bus torched,0
train_08_114_3032,Mulaudzi could confirm reports miners demonstrating Xstrata fired,1
train_08_115_3169,The violence abated Friday afternoon police still keeping watch,0
train_08_116_2585,two Shiv Sainiks held threat Navale Posted Wed Jul twenty-two one thousand nine hundred and ninety-eight IST July twenty-one The Cuffe Parade police today arrested two persons registered case rioting eighteen others connection surprise attack bungalows Shiv Sena minister Suresh Navale former minister Gulabrao Gavande,1
train_08_117_298,Deputy commissioner police zone Bishnoi told Express Newsline two hundred policemen including two inspectors eighteen sub-inspectors deployed around ministers bungalows near Mantralaya MLA hostel senior Sena members allegedly threatened Monday,1
train_08_118_220,police officer patrolling area told newspaper considerable confusion police force cops know check time ministers targetted partymen,1
train_08_119_1628,North West protestors barricaded national road South Africa Botswana Saturday reported SABC news,0
train_08_12_2558,Though police assured people full protection bandh business establishments remained closed,1
train_08_120_2782,The protestors apparently protesting water shortages Ntsweletsoku village Lehurutshe North West,1
train_08_121_2761,Municipal workers went area clear road chased away angry residents said SABC,1
train_08_122_2908,Protestors made road completely impassable adding stones,1
train_08_123_168,The Centre decided hold tripartite talks United Naga Council UNC Manipur government end ongoing blockade two national highways Manipur disrupted normal life led shortage essential commodities State,1
train_08_123_968,January thirty-one two thousand and seventeen IST Tripartite dialogue mooted United Naga Council State government ongoing highway blockade,1
train_08_123_1742,New Delhi Centre hold talks end Manipur crisis,1
train_08_124_2863,The economic blockade imposed UNC umbrella body Naga groups patronage National Socialist Council Nagaland Isak-Muivah Manipur government decision carve seven new districts continued four months,1
train_08_125_1302,Ending deadlock The Union government even sought Attorney General Mukul Rohatgi opinion end economic blockade,1
train_08_126_424,Manipur going polls March four eight due ongoing economic blockade kept sensitive category official said adding elections held two phases first time State,1
train_08_127_2809,NAMAKKAL Power loom workers strike continues May three two thousand and fifteen IST With third round talks wage hike failed yield results power loom workers Pallipalayam continued indefinite strike sixth consecutive day,1
train_08_128_3095,However trade unions refused accept continued strike,1
train_08_129_703,Earlier PRP president flagged rally differently abled persons Oriental College,0
train_08_13_2449,Braving scorching sun hundreds people including many women led Sri Mahanta Shivacharyaru Sulpul Math Sri Rajashekar Shivacharyaru Guru Mahanta Shivacharyaru Hiremath Pala Shivanda Swamigalu Sonna Dasoha Math Gangadhar Swamigalu Chowdapur Math Kanchi Basava Shivacharyaru Roza Math battery Congress leaders including DCC president Allamprabhu Patil MLC former Mayor Chandrika Parameshwar zilla panchayat member Ambaraya Ashtagi former president HKCCI Umakant Nigudgi Karnataka Rakshana Vedike president Arunkumar Patil Hyderabad Karnataka Janapara Sangarsh Samiti Laxman Dasti others marched Super Market Deputy Commissioner office register protest insensitive indifferent attitude Government genuine demands pourakarmikas,1
train_08_130_1193,March fifteen two thousand and sixteen IST Union Public Service Commission UPSC aspirants staged protest near Parliament House Monday demanding compensation form additional attempts say lost due discriminatory Civil Services Aptitude Test CSAT paper preliminary examination,1
train_08_130_2993,NEW DELHI UPSC aspirants stage protest detained,1
train_08_131_311,similar protest held March three,0
train_08_132_1184,But spite controversial nature CSAT removed April two thousand and fifteen massive protests said Anupama Karthik aspirant Hyderabad,1
train_08_133_436,This false propaganda carried agitation Singur,1
train_08_134_937,visited Morampalli Banjar village Burgampad mandal today extend support padayatra taken Communist Party India separate Telangana,1
train_08_135_1261,Speaking occasion said Sonia Gandhi interest according statehood Telangana,0
train_08_136_1800,The popular social network blocked since ethnic riots China far west two thousand and nine Instagram banned pro-democracy protests Hong Kong two thousand and fourteen,1
train_08_137_318,Indian Express Express News Service Express News Service Lucknow Wed Mar six two thousand and thirteen hrs The Legislative Council paralysed second consecutive day Tuesday opposition parties disrupted proceedings demanding arrest killers Kunda DySP Ziaul Haque gunned Balipur village Pratapgarh district last Saturday,1
train_08_137_2363,Legislative Council paralysed second day,0
train_08_138_1613,NEW DELHI Senior leaders lend support Girri protest June twenty-one two thousand and sixteen IST The protest Bharatiya Janata Party Mahiesh Girri outside Arvind Kejriwal residence grew Monday Page four,0
train_08_139_3409,TAMIL NADU Communist Party India cadre stage demonstration Angry lot Communist Party India cadre staging demonstration front Revenue Divisional Office Krishnagiri Friday,0
train_08_14_1980,The protesters raised slogans State Government police arresting nearly seventy Dalits incident stones thrown police personnel Tarfail slum,1
train_08_140_1529,Photo Credit Photo Bashkaran April eighteen two thousand and nine IST Staff Reporter KRISHNAGIRI Cadres Communist Party India Marxist staged demonstration front Revenue Divisional Office Krishnagiri Friday condemning attack party MLA unidentified persons Madurai Wednesday night,1
train_08_141_2473,Michael Raj town secretary led demonstration,0
train_08_142_3231,The cadres also held demonstrations taluk headquarters Krishnagiri Dharmapuri districts condemning attack,1
train_08_143_1837,September fourteen two thousand and seventeen IST Demands management Somaiya College reinstate teachers Teachers affiliated Mumbai Junior College Teachers Union Wednesday protested sacking three junior faculty members Somaiya College Arts Commerce Vidyavihar,1
train_08_143_2480,Mumbai Teachers union protests sacking junior faculty,0
train_08_144_3354,Kulkarni present protest said One day management summoned told services required anymore,0
train_08_145_1371,The teachers well-versed subjects four years experience Other teachers college expressed concern issue take part protests,0
train_08_146_171,Meanwhile anti-GJM outfits area observed twelve hour strike Terai Dooars region Sunday,0
train_08_147_888,Party Vice-President Ram Kishore Singh threatened put Modi behind bars following Muzaffarnagar riots state government received alerts possible communal unrest,1
train_08_148_1811,May two thousand and twelve Karnataka Police arrested Kafeel Akthar Darbhanga alleged role Chinnaswamy Stadium attacks two thousand and ten Nitish raged illegal,1
train_08_149_1023,behind bomb blasts Pune Delhi Hyderabad Bangalore Mumbai,0
train_08_15_2614,They alleged police tried intimidate religious leaders pressured withdraw bandh call issued notices saying untoward incident bandh would held responsible,1
train_08_150_3360,Only CPM enmity towards says Rema twenty-seventh February two thousand and thirteen Rema wife slain leader Chandrasekharan stuck statement Special Additional District Sessions Court Marad cases CPM enmity towards husband denied suggestions made defence counsel,1
train_08_151_855,She deposing court second day Tuesday part trial Chandrasekharan murder case,0
train_08_152_3252,She told Special Judge Narayana Pisharadi CPM Onchiyam area secretary Asokan area committee member Krishnan Kunnummakkara local committee member Ramachandran taken march front house Onchiyam raising slogan Chandrasekharan body would draped white cloth May four two thousand and twelve day murdered Chandrasekharan left home around 12.30,0
train_08_153_2838,She came know killed Vallikadu father mother reached home around one May five two thousand and twelve added Rema,0
train_08_154_2828,reply argument defence counsel UDF used murder Chandrasekharan political gain blaming CPM killing Rema told court right,1
train_08_155_3094,CPM leaders hatched conspiracy killed brutally using hired killers,0
train_08_156_249,February seventeen two thousand and seventeen IST Pro-Congress employees continue boycotting duties organise satyagraha Monday,0
train_08_156_1927,Today Paper One-day agitation KAS cripples Secretariat,1
train_08_156_2362,strike called section employees government decision include government Secretariat Kerala Administrative Service KAS crippled functioning State administrative headquarters Thursday,1
train_08_157_2355,While protesters claimed seventy-eight employees responded strike called Kerala Secretariat Association Kerala Secretariat Employees Sangh government pegged turnout fifty-six,0
train_08_158_3337,The Kerala Secretariat Employees Association affiliated Communist Party India join strike,0
train_08_159_2334,Though Chief Secretary Vijayanand called employees representatives talks Wednesday failed reach accord Secretariat Association affiliated Congress Employees Sangh called one-day strike,1
train_08_16_726,Incidentally first time police slapped notices organisers bandh citing Supreme Court ruling holding organisers bandh responsible untoward incident occurred bandh period,1
train_08_160_1780,Decision challenged Members Secretariat Association war path staying offices protest decision,1
train_08_161_715,Association leader Benny said members availed casual leave Wednesday mark protest would continue boycott duties organise twenty-four hour satyagraha Secretariat February twenty,1
train_08_162_2819,KSEA general secretary Bijukuttan termed protest section employees farcical exercise,0
train_08_163_3163,Their decision continue agitation would deemed irresponsible act challenges public,0
train_08_164_2860,Chief Minister Pinarayi Vijayan directed heads departments initiate disciplinary action employees boycotting work signing attendance register name protest monitoring closed circuit camera visuals,1
train_08_165_1658,The decision continue agitation would deemed irresponsible act challenges public,0
train_08_166_2636,early hours six May Beijing police detained Zhiqiang prominent human rights lawyer helped organise one thousand nine hundred and eighty-nine demonstration three days prior participated private panel discussion commemorating massacre,1
train_08_167_1052,Gao imprisoned one thousand nine hundred and ninety-three charge writings one thousand nine hundred and eighty-nine demonstrations,1
train_08_168_455,Hong Kong must become breeding ground hate Susan Chan denounces abuse perpetrated radical protest groups PUBLISHED Monday sixteen March two thousand and fifteen recent weeks protests organised parallel trading New Territories Tsim Sha Tsui,1
train_08_169_603,The scenes getting ugly disturbing shops forced close people parallel traders molested bullied,1
train_08_17_420,Neither swamijis Kanta accepted notices police personnel pasted notices doors religious math venue Kanta hunger strike,0
train_08_170_269,Although people organised events try blame government happened clear strong message radical irrational activities must sent across society sake tourism economy defence Hong Kong core values,1
train_08_171_62,22nd September two thousand and eleven AGRA The crude improvised explosive device IED used Sep seventeen Agra blast injured four people unique design investigators said Thursday adding local welders contacted lead Haldwani also followed,1
train_08_171_1960,Agra blast bomb unique welding design police,0
train_08_172_3113,The low-intensity explosion took place Sep seventeen around 5.30 . . reception area Jai Hospital situated service lane National Highway two barely 2.5 Taj Mahal declared terror target frequented thousands tourists domestic foreign,0
train_08_173_2015,Local welders contacted thousand mobile numbers around vicinity explosion screened sources added,0
train_08_174_1399,The earlier reports rivalry among nursing homes resulting explosion ruled,1
train_08_175_1485,Indian Express PTI PTI Guwahati Sat Aug three two thousand and thirteen hrs Violence continued rock Karbi Anglong district various government offices torched train tracks removed activists different organisations today demanding separate state lines Telangana,1
train_08_175_2352,Statehood demand Fresh violence rocks Assam Karbi Anglong district,0
train_08_176_1767,The agitationists set ablaze veterinary irrigation agriculture health Integrated Child Development Service ICDS Public Works Department PWD offices across district last night officials said today,0
train_08_177_2876,The protestors removed portion railway track Diphu Doldoli stations today halting train movement said,1
train_08_178_2003,Flag marches army called civil administration continuing across violence-hit district area domination instill confidence among people officials said,1
train_08_179_1989,Lawyers Gherao Puri Collectorate ninth December two thousand and fourteen PURI Hundreds members Puri Bar Association gheraoed collectorate staged road blockade six hours Monday demanding stringent action Puri tehsil staff assaulted lawyer Biranchi Das Wednesday,1
train_08_18_1098,SCHOOL Meghalaya June two two thousand and fourteen IST thirteen Curfew Saturday relaxed eight hours Meghalaya West Garo Hills district two days imposed following mob violence death suspected militant police custody officials said,1
train_08_180_514,The lawyers strike since Thursday incident,1
train_08_181_2719,Monday agitating lawyers wanted meet District Magistrate absence met Additional District Magistrate Udhab Charan Majhi Sub-Collector Madhusudan Das asked call strike,0
train_08_182_914,continue boycott work courts till District Magistrate looks demands Samal said,1
train_08_183_1039,city witnessed terror strike four months ago security establishment left stones unturned ensure incident-free celebrations,1
train_08_184_1693,April nine two thousand and thirteen IST Part power sub-station Naxal-dominated Jamui district forty-eight hour-bandh called Maoists protest killing ten cadres Jharkhand recently drew close Sunday night Maoists wreaked havoc various parts Bihar,1
train_08_184_2347,Patna Maoists blast power station Bihar,0
train_08_185_1630,About hundred Maoists blew part power sub-station Naxal-dominated Jamui district affecting power supply area,1
train_08_186_320,One room power station blasted,0
train_08_187_222,The incident took place jurisdiction Khaira police station,0
train_08_188_329,Maoists also struck Airtel mobile tower Aurangabad district late Sunday,0
train_08_189_1539,Between eleven . . twelve midnight set fire tower Kutumba police station area,0
train_08_19_77,Prime Minister condemns dastardly attack Congress workers Chhattisgarh,0
train_08_19_1490,Indian Express PTI PTI New Delhi Sun May twenty-six two thousand and thirteen hrs Prime Minister Manmohan Singh tonight strongly condemned dastardly Maoists attack Congress leaders workers Chhattisgarh appealed attackers release earliest may abducted,1
train_08_190_2333,Muzaffarpur district twenty-five thirty Maoists attacked premises Saaj Infracon Patna-based company briefly took around ten fifteen labourers hostage make good escape,1
train_08_191_2365,The incident took place Sahebganj police station area 12.30 1.30 . . They first set two JCBs excavating machines two tractors fire,0
train_08_192_3398,They took workers sleeping including JCB tractor drivers one fearing police retaliation,1
train_08_193_1576,About three hundred police camp Sewra CRPF CoBRA Combat Battalions Resolute Action teams discovered bombs embedded road,0
train_08_194_671,TIRUNELVELI Give house sites Lankan expatriates June thirteen two thousand and thirteen IST Communist Party India M-L members stage demo Demanding free house sites eighteen Sri Lankan expatriate families Communist Party India Marxist-Leninist members staged demonstration front railway junction Tuesday,1
train_08_195_1986,District secretary Sankarapandian led protest,0
train_08_196_1015,expected talk experiences seventy-nine day umbrella movement protests Hong Kong two thousand and fourteen,0
train_08_197_3216,Being turned back one thing getting hurt disappearing another said author book Hong Kong umbrella movement protests,0
train_08_198_336,The Left leaders pointed ongoing plantation workers stir affects 3.5 lakh plantation workers across state hence serious social issue,1
train_08_199_1985,detailed submission LDF delegation comprising Communist Party India parliamentary party leader Divakaran Mathew Thomas Janata Dal Saseendran NCP made strong case citing recent struggle better wages women plantation workers Munnar,0
train_08_2_2258,said Operation Barricade conducted first time Mumbai terror attack last year,0
train_08_20_1965,Singh spoke Chhattisgarh Chief Minister Raman Singh violent incident offered help rescue relief operations,0
train_08_200_3139,Ruling Gives Hope Death Row Convicts Rajiv Case twenty-first January two thousand and fourteen Prime Minister The Supreme Court verdict commuting death penalty fifteen convicts given hope three death row convicts Rajiv Gandhi assassination case could get similar relief MDMK leader Vaiko said Tuesday,1
train_08_201_2028,said ulterior motive Karunanidhi comments made election speech Puducherry Thursday riots ensued following demolition mosque,1
train_08_202_2053,Tribal leader Edunga Gamamgo found murdered Odisha twenty-third May two thousand and sixteen Prime Minister BERHAMPUR prominent adivasi leader former president Lok Sangram Manch Ganjam district unit today found murdered front house Kumarabandh village,0
train_08_203_1552,The police however suspect old enmity might reason behind murder,1
train_08_204_2164,Senior police officers went spot considerable tension area following murder,1
train_08_205_2342,Some locals gheraoed policemen village investigation demanding immediate arrest culprits,1
train_08_206_1600,Their ages range nineteen thirty years arrested connection incidents public violence campus included continuous stoning Police Service members said police spokeswoman Brigadier Sally Beer,1
